Main New Gloss Cat,Consultant,Main New Gloss,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Combined,Separate,Session,Scene,Start,End,Combined,Separate
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Lana,#FF,#FF_2,F/9,,F/9,,N,MOV,MOV,ASL_2006_10_10,11,2476,2500,MOV,MOV
"ICL:S""handling something long and narrow""",============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,"ICL:S""handling something long and narrow""","ICL:S""handling something long and narrow""+",S,S,S,S,N,MOV,MOV,ASL_2008_02_01,2,2972,3047,MOV,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Naomi,"ICL:S""handling something long and narrow""","ICL:X""handling something long and narrow""",X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,N,MOV,MOV,ASL_2008_08_13,2,2475,2535,MOV,MOV
GIRL+FRIEND,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,GIRL+FRIEND,GIRL+FRIEND,10,X,X,X,N,,MOV,ASL_2008_02_01,4,2625,2676,,MOV
,Tyler,GIRL+FRIEND,GIRL+FRIEND,10,L,L,1,N,,MOV,ASL_2008_05_29a,36,2179,2212,,MOV
,Naomi,GIRL+FRIEND,GIRL+FRIEND,10,X,X,X,N,MOV,MOV,ASL_2008_08_13,4,3623,3669,MOV,MOV
,Brady,GIRL+FRIEND,GIRL+FRIEND,10,1,1,1,N,,MOV,ASL_2011_06_14_Brady,26,574,596,,MOV
,Lana,GIRL+FRIEND,GIRL+FRIEND,10,1,X,X,N,,MOV,ASL_2006_10_10,11,2615,2665,,MOV
,Dana,GIRL+FRIEND,GIRL+FRIEND,10,,L,L,N,,MOV,ASL_2007_05_24,15,2540,2607,,MOV
GOOD+LUCKY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,GOOD+LUCKY,GOOD+LUCKY,B-L,,25,,N,,MOV,ASL_2008_02_01,9,464,497,,MOV
,Tyler,GOOD+LUCKY,GOOD+LUCKY,B-L,,25,,N,MOV,MOV,ASL_2008_05_29a,39,2475,2510,MOV,MOV
,Naomi,GOOD+LUCKY,GOOD+LUCKY,B-L,,25,,N,,MOV,ASL_2008_08_13,8,259,282,,MOV
GOOD+MORNING,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,GOOD+MORNING,GOOD+MORNING,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_05_29a,40,575,615,MOV,MOV
,Naomi,GOOD+MORNING,GOOD+MORNING,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_08_13,8,607,649,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,GOOD+MORNING,(1h)GOOD/THANK-YOU+MORNING,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_02_01,9,672,710,MOV,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,GOOD+MORNING,(1h)GOOD/THANK-YOU+(1h)MORNING,B-L,,B-L,,N,,MOV,ASL_2008_02_01,9,893,920,,MOV
,Tyler,GOOD+MORNING,(1h)GOOD/THANK-YOU+(1h)MORNING,B-L,,B-L,,N,MOV,MOV,ASL_2008_05_29a,40,818,843,MOV,MOV
,Naomi,GOOD+MORNING,(1h)GOOD/THANK-YOU+(1h)MORNING,B-L,,B-L,,N,,MOV,ASL_2008_08_13,8,880,914,,MOV
GOOD+NIGHT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,GOOD+NIGHT,GOOD+NIGHT,B-L,B-L,bent-B-L,bent-B-L,N,MOV,MOV,ASL_2008_05_29a,40,1044,1081,MOV,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,GOOD+NIGHT,(1h)GOOD/THANK-YOU+NIGHT,bent-B-L,Rlxd,bent-B-L,Rlxd,N,MOV,MOV,ASL_2008_02_01,9,1107,1146,MOV,MOV
,Naomi,GOOD+NIGHT,(1h)GOOD/THANK-YOU+NIGHT,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_08_13,8,1160,1190,,MOV
EAT+SELL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,EAT++SELL,EAT++SELL+,flat-O,flat-O,flat-O,flat-O,N,,MOV,ASL_2008_02_01,12,1665,1715,,MOV
,Naomi,EAT++SELL,EAT+SELL+,flat-O,flat-O,flat-O,flat-O,N,MOV,MOV,ASL_2008_08_13,10,5245,5293,MOV,MOV
,Brady,EAT++SELL,EAT+SELL++,flat-O,flat-O,flat-O,flat-O,N,,MOV,ASL_2011_06_14_Brady,29,4857,4900,,MOV
EAT+BUY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,EAT+BUY,EAT+BUY++,flat-O,B-L,flat-O,B-L,N,MOV,MOV,ASL_2008_05_29a,42,2165,2220,MOV,MOV
,Brady,EAT+BUY,EAT+BUY++,flat-O,B-L,flat-O,B-L,N,,MOV,ASL_2011_06_14_Brady,29,5087,5140,,MOV
CARE+AGENT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,CARE++AGENT,CARE++AGENT,P/K,P/K,B-L,B-L,N,,MOV,ASL_2008_02_01,13,452,513,,MOV
,Naomi,CARE++AGENT,CARE++AGENT,P/K,P/K,B-L,B-L,N,MOV,MOV,ASL_2008_08_13,11,366,412,MOV,MOV
,Brady,CARE++AGENT,CARE++AGENT,P/K,P/K,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,29,6333,6365,,MOV
#PE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,#PE,#PE,P/K,,E,,N,,MOV,ASL_2008_02_01,13,3275,3320,,MOV
,Naomi,#PE,#PE,P/K,,E,,N,MOV,MOV,ASL_2008_08_13,11,3351,3385,MOV,MOV
,Brady,#PE,#PE,P/K,,E,,N,,MOV,ASL_2011_06_14_Brady,30,3107,3120,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Brady,#PE,(2h)#PE,P/K,P/K,E,E,N,MOV,MOV,ASL_2011_06_14_Brady,30,3800,3820,MOV,MOV
#HR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,#HR,#HR,U/H,,R,,N,,MOV,ASL_2008_02_01,15,825,865,,MOV
,Tyler,#HR,#HR,U/H,,R,,N,MOV,MOV,ASL_2008_05_29a,44,800,825,MOV,MOV
,Naomi,#HR,#HR,U/H,,R,,N,,MOV,ASL_2008_08_13,12,1176,1208,,MOV
,Brady,#HR,#HR,U/H,,R,,N,,MOV,ASL_2011_06_14_Brady,30,5005,5016,,MOV
HALF,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HALF,HALF,1,,V/2,,N,,MOV,ASL_2008_02_01,15,2247,2290,,MOV
,Liz,HALF,HALF,1,,V/2,,N,,MOV,ASL_2008_02_15,24,2610,2650,,MOV
,Tyler,HALF,HALF,1,,V/2,,N,MOV,MOV,ASL_2008_05_29a,44,4125,4150,MOV,MOV
,Brady,HALF,HALF,1,,V/2,,N,,MOV,ASL_2011_06_14_Brady,30,8634,8654,,MOV
,Brady,HALF,HALF,1,,V/2,,N,,MOV,ASL_2011_07_19_Brady,19,3542,3566,,MOV
,Brady,HALF,HALF,1,,V/2,,N,,MOV,ASL_2011_07_19_Brady,20,190,212,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,HALF,HALF_2,1,,V/2,,N,MOV,MOV,ASL_2008_02_15,24,2821,2865,MOV,MOV
HALF-HALF,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HALF-HALF,HALF-HALF,1,,V/2,,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,16,1115,1157,MOV,MOV
,Brady,HALF-HALF,HALF-HALF,1,,V/2,,N,,MOV,ASL_2011_06_14_Brady,30,9474,9505,,MOV
SECRET+HIDE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,SECRET+HIDE,SECRET+HIDE,A,,A,crvd-flat-B,N,,MOV,ASL_2008_02_01,22,560,611,,MOV
,Tyler,SECRET+HIDE,SECRET+HIDE,A,,A,crvd-B,N,,MOV,ASL_2008_05_29a,50,246,280,,MOV
,Naomi,SECRET+HIDE,SECRET+HIDE,A,bent-B,A,bent-B,N,MOV,MOV,ASL_2008_08_13,18,295,329,MOV,MOV
,Brady,SECRET+HIDE,SECRET+HIDE,A,crvd-flat-B,A,crvd-flat-B,N,,MOV,ASL_2011_06_14_Brady,34,246,269,,MOV
,Lana,SECRET+HIDE,SECRET+HIDE,A,,A,crvd-B,N,,MOV,ASL_2006_10_10,12,2866,2912,,MOV
"SCL:F""small circle""",============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,"SCL:F""small circle""","SCL:F""small circle""",F/9,,F/9,,N,MOV,MOV,ASL_2008_02_01,23,1052,1090,MOV,MOV
,Naomi,"SCL:F""small circle""","SCL:F""small circle""",F/9,,F/9,,N,,MOV,ASL_2008_08_13,19,1560,1633,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,"SCL:F""small circle""","(2h)SCL:F""small circle""",F/9,B-L,F/9,B-L,N,MOV,MOV,ASL_2008_05_29a,51,1275,1310,MOV,MOV
HORSE+RIDE-ON,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HORSE+RIDE-ON,HORSE+RIDE-ON+,U-L,B-L,3,B-L,N,,MOV,ASL_2008_02_01,24,2163,2255,,MOV
,Naomi,HORSE+RIDE-ON,HORSE+RIDE-ON+,U-L,B-L,V/2,B-L,N,MOV,MOV,ASL_2008_08_13,20,6999,7057,MOV,MOV
,Brady,HORSE+RIDE-ON,HORSE+RIDE-ON+,U-L,,3,B-L,N,,MOV,ASL_2011_06_14_Brady,56,321,376,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,HORSE+RIDE-ON,(2h)HORSE+RIDE-ON+,U-L,U-L,3,B-L,N,MOV,MOV,ASL_2008_05_29a,52,3313,3368,MOV,MOV
,Tyler,HORSE+RIDE-ON,(2h)HORSE++RIDE-ON++,U-L,U-L,3,B-L,N,,MOV,ASL_2008_06_10,12,3387,3454,,MOV
HUNDRED,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HUNDRED,HUNDRED,C,,C,,N,,MOV,ASL_2008_02_01,26,1920,1970,,MOV
,Naomi,HUNDRED,HUNDRED,5-C-L,,5-C-L,,N,MOV,MOV,ASL_2008_08_13,22,2807,2845,MOV,MOV
,Brady,HUNDRED,HUNDRED,C,,C,,N,,MOV,ASL_2011_06_14_Brady,37,8781,8807,,MOV
THINK+MEAN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,THINK+MEAN,THINK+MEAN,1,B-L,V/2,B-L,N,MOV,MOV,ASL_2008_05_29b,7,2431,2467,MOV,MOV
,Naomi,THINK+MEAN,THINK+MEAN,1,,V/2,B-L,N,,MOV,ASL_2008_08_13,27,2090,2135,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,THINK+MEAN,(V)THINK+MEAN,V/2,B-L,V/2,B-L,N,MOV,MOV,ASL_2008_02_01,33,797,855,MOV,MOV
,Brady,THINK+MEAN,(V)THINK+MEAN,V/2,B-L,V/2,B-L,N,,MOV,ASL_2011_06_14_Brady,40,6902,6937,,MOV
INTERPRET+AGENT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,INTERPRET++AGENT,INTERPRET++AGENT,F/9,F/9,B-L,B-L,N,,MOV,ASL_2008_02_01,34,1165,1210,,MOV
,Tyler,INTERPRET++AGENT,INTERPRET++AGENT,F/9,F/9,B-L,B-L,N,MOV,MOV,ASL_2008_05_29b,8,667,702,MOV,MOV
,Naomi,INTERPRET++AGENT,INTERPRET+AGENT,F/9,F/9,B-L,B-L,N,,MOV,ASL_2008_08_13,28,793,829,,MOV
,Brady,INTERPRET++AGENT,INTERPRET++AGENT,,,,,N,,MOV,ASL_2011_06_14_Brady,41,1944,1981,,MOV
#JOB,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,#JOB,#JOB,I,,B,,N,,MOV,ASL_2008_02_01,37,2185,2216,,MOV
,Brady,#JOB,#JOB,I,,B,,N,MOV,MOV,ASL_2011_06_14_Brady,43,4192,4203,MOV,MOV
,Lana,#JOB,#JOB,1,,B,,N,,MOV,ASL_2006_10_10,2,1090,1103,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Naomi,#JOB,#JOB_2,I,,B,,N,MOV,MOV,ASL_2008_08_13,31,1507,1522,MOV,MOV
,Dana,#JOB,#JOB_2,I,,B,,N,,MOV,ASL_2007_05_24,5,1309,1361,,MOV
COURT+AGENT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,COURT+AGENT,COURT+AGENT,F/9,F/9,B-L,B-L,N,,MOV,ASL_2008_02_01,38,277,330,,MOV
,Naomi,COURT+AGENT,COURT+AGENT,F/9,F/9,B-L,B-L,N,MOV,MOV,ASL_2008_08_13,31,4510,4555,MOV,MOV
,Brady,COURT+AGENT,COURT+AGENT,F/9,F/9,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,43,6654,6693,,MOV
ns-#KC,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ns-#KC,ns-#KC,P/K,,C,,N,,MOV,ASL_2008_02_01,38,5480,5521,,MOV
,Tyler,ns-#KC,ns-#KC,P/K,,C,,N,MOV,MOV,ASL_2008_05_29b,12,2645,2656,MOV,MOV
,Naomi,ns-#KC,ns-#KC,P/K,,C,,N,,MOV,ASL_2008_08_13,32,3140,3155,,MOV
,Brady,ns-#KC,ns-#KC,P/K,,C,,N,,MOV,ASL_2011_06_14_Brady,44,1487,1506,,MOV
KING+AREA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,KING+AREA_2,KING+AREA_2,P/K,,B-L,B-L,N,,MOV,ASL_2008_02_01,41,2195,2270,,MOV
,Tyler,KING+AREA_2,KING+AREA_2,P/K,5,5,5,N,MOV,MOV,ASL_2008_05_29b,14,1881,1955,MOV,MOV
,Naomi,KING+AREA_2,KING+AREA,P/K,flat-O,5,5,N,,MOV,ASL_2008_08_13,34,3920,4010,,MOV
,Brady,KING+AREA_2,KING+AREA,P/K,,5,5,N,,MOV,ASL_2011_06_14_Brady,45,1143,1196,,MOV
COOK/KITCHEN+BOX/ROOM,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,COOK/KITCHEN+BOX/ROOM,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,12,735,815,MOV,MOV
,Brady,COOK/KITCHEN+BOX/ROOM,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,45,2333,2372,,MOV
"SCL:V""person walking up ladder""",============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,"SCL:V""person walking up ladder""","SCL:V""person walking up ladder""",crvd-V,U/H,crvd-V,U/H,N,MOV,MOV,ASL_2008_02_01,43,840,896,MOV,MOV
,Naomi,"SCL:V""person walking up ladder""","SCL:V""person walking up ladder""",crvd-V,V/2,crvd-V,V/2,N,,MOV,ASL_2008_08_13,36,340,390,,MOV
PAST+NIGHT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,PAST+NIGHT,PAST+NIGHT,bent-B-L,,bent-B-L,B,N,,MOV,ASL_2008_02_01,44,235,280,,MOV
,Tyler,PAST+NIGHT,PAST+NIGHT,bent-B-L,Rlxd,bent-B-L,Rlxd,N,MOV,MOV,ASL_2008_05_29b,16,2625,2650,MOV,MOV
,Naomi,PAST+NIGHT,PAST+NIGHT,B-L,,bent-B-L,B,N,,MOV,ASL_2008_08_13,36,3671,3697,,MOV
,Brady,PAST+NIGHT,PAST+NIGHT,bent-B-L,,bent-B-L,Rlxd,N,,MOV,ASL_2011_06_14_Brady,46,5556,5582,,MOV
LAW+AGENT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,LAW+AGENT,LAW+AGENT,L,B-L,B-L,B-L,N,,MOV,ASL_2008_02_01,44,1905,1976,,MOV
,Tyler,LAW+AGENT,LAW+AGENT,L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_05_29b,17,2023,2077,MOV,MOV
,Naomi,LAW+AGENT,LAW+AGENT,L,B-L,B-L,B-L,N,,MOV,ASL_2008_08_13,37,4067,4127,,MOV
,Brady,LAW+AGENT,LAW+AGENT,L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,47,2686,2722,,MOV
LIBRARY+AGENT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,LIBRARY+AGENT,LIBRARY+AGENT,L,B-L,B-L,B-L,N,,MOV,ASL_2008_02_01,48,1200,1255,,MOV
,Tyler,LIBRARY+AGENT,LIBRARY+AGENT,L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_05_29b,20,946,988,MOV,MOV
,Naomi,LIBRARY+AGENT,LIBRARY+AGENT,L,B-L,B-L,B-L,N,,MOV,ASL_2008_08_13_session2,3,1252,1305,,MOV
,Brady,LIBRARY+AGENT,LIBRARY+AGENT,L,,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,48,5554,5591,,MOV
LIGHT+LIGHT-ON,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,LIGHT+LIGHT-ON,LIGHT+LIGHT-ON,cocked-8,,5,,N,,MOV,ASL_2008_02_01,49,3049,3101,,MOV
,Tyler,LIGHT+LIGHT-ON,LIGHT++LIGHT-ON,cocked-8,cocked-8,5,,N,MOV,MOV,ASL_2008_06_10,1,2130,2175,MOV,MOV
,Naomi,LIGHT+LIGHT-ON,LIGHT+LIGHT-ON,cocked-8,,5,,N,,MOV,ASL_2008_08_13_session2,4,3650,3705,,MOV
LIGHT+LIGHT-OUT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,LIGHT+LIGHT-OUT,LIGHT+LIGHT-OUT,cocked-8,,flat-O,,N,,MOV,ASL_2008_02_01,50,576,663,,MOV
,Tyler,LIGHT+LIGHT-OUT,LIGHT++LIGHT-OUT,cocked-8,,flat-O,,N,MOV,MOV,ASL_2008_06_10,1,2323,2372,MOV,MOV
,Naomi,LIGHT+LIGHT-OUT,LIGHT+LIGHT-OUT,cocked-8,,flat-O,,N,,MOV,ASL_2008_08_13_session2,4,3935,3967,,MOV
LIKE+NEG,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2008_01_18,22,1104,1142,,MOV
,Liz,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,27,993,1050,,MOV
,Tyler,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2008_05_29a,2,1478,1508,,MOV
,Naomi,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,MOV,MOV,ASL_2008_08_06,22,1016,1037,MOV,MOV
,Brady,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2011_06_08_Brady,36,1870,1885,,MOV
,Brady,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2011_06_08_Brady,38,1704,1723,,MOV
,Lana,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2006_10_10,7,1300,1350,,MOV
,Dana,LIKE+(1h)NEG,LIKE+(1h)NEG,open-8,,5,,N,,MOV,ASL_2007_05_24,11,1354,1414,,MOV
FANCY+BOX/ROOM,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,FANCY+BOX/ROOM,FANCY+BOX/ROOM,5,B-L,B-L,B-L,N,,MOV,ASL_2008_02_01,51,1980,2047,,MOV
,Naomi,FANCY+BOX/ROOM,FANCY+BOX/ROOM,5,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_08_13_session2,6,2348,2414,MOV,MOV
,Brady,FANCY+BOX/ROOM,FANCY+BOX/ROOM,5,,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,50,3282,3340,,MOV
