consultant,gloss,gloss_variant,session,scene,start,end
Brady,VOICE++(1)TEMPERATURE/PITCH,VOICE++(1)TEMPERATURE/PITCH,ASL_2011_07_19_Brady,34,1478,1544
Liz,REALLY+NICE/CLEAN,REALLY+NICE/CLEAN,ASL_2008_02_15,41,1526,1577
Brady,REALLY+NICE/CLEAN,REALLY+NICE/CLEAN,ASL_2011_06_14_Brady,37,6708,6739
Liz,PLAY+AGENT,PLAY+AGENT,ASL_2008_02_15,41,2775,2815
Brady,PLAY+AGENT,PLAY+AGENT,ASL_2011_07_19_Brady,36,130,150
Liz,PLAY+GROUND,PLAY+GROUND,ASL_2008_02_15,42,602,662
Brady,PLAY+GROUND,PLAY+GROUND,ASL_2011_07_19_Brady,36,671,690
Liz,"DCL""thin cylindrical object""","DCL""thin cylindrical object""",ASL_2008_02_15,43,3587,3630
Liz,#PO,#PO,ASL_2008_02_15,45,915,931
Brady,#PO,#PO,ASL_2011_07_19_Brady,39,479,497
Liz,PREACH++AGENT,PREACH++AGENT,ASL_2008_02_15,46,1185,1241
Brady,PREACH++AGENT,PREACH++AGENT,ASL_2011_07_19_Brady,40,1869,1908
Liz,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,ASL_2008_02_15,47,1275,1331
Brady,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,ASL_2011_07_19_Brady,41,2258,2295
Liz,BEFORE_2+SCHOOL,PRE+SCHOOL,ASL_2008_02_15,47,1510,1570
Liz,PRINT+AGENT,PRINT+AGENT,ASL_2008_02_15,48,2866,2915
Brady,PRINT+AGENT,PRINT+AGENT,ASL_2011_07_19_Brady,42,2501,2532
Liz,PRISON++AGENT,PRISON++AGENT,ASL_2008_02_15,49,610,672
Brady,PRISON++AGENT,PRISON++AGENT,ASL_2011_07_19_Brady,43,626,669
Liz,PREDICT+AGENT,PREDICT+AGENT,ASL_2008_02_15,50,1342,1392
Brady,PREDICT+AGENT,PREDICT+AGENT,ASL_2011_07_19_Brady,45,406,439
Liz,PSYCHIATRY++AGENT,PSYCHIATRY++AGENT,ASL_2008_02_15,51,478,524
Brady,PSYCHIATRY++AGENT,PSYCHIATRY++AGENT,ASL_2011_07_19_Brady,45,1909,1946
Liz,PSYCHOLOGY++AGENT,PSYCHOLOGY++AGENT,ASL_2008_02_15,51,881,940
Brady,PSYCHOLOGY++AGENT,PSYCHOLOGY++AGENT,ASL_2011_07_19_Brady,45,2481,2521
Liz,CENT+TWENTY-FIVE,CENT+TWENTY-FIVE,ASL_2008_02_29,4,503,542
Brady,CENT+TWENTY-FIVE,CENT+TWENTY-FIVE,ASL_2011_07_19_Brady,48,2152,2176
Liz,(S)OLD++AVERAGE,(S)OLD++AVERAGE,ASL_2008_02_29,6,1744,1823
Liz,GROUND+AREA_2,GROUND+AREA_2,ASL_2008_02_01,43,2157,2207
Liz,GROUND+AREA_2,GROUND+AREA,ASL_2008_02_29,6,2359,2432
Naomi,GROUND+AREA_2,GROUND+AREA,ASL_2008_08_13,36,1461,1512
Brady,GROUND+AREA_2,GROUND+AREA,ASL_2011_06_14_Brady,46,3249,3289
Brady,GROUND+AREA_2,GROUND+AREA,ASL_2011_07_19_Brady,51,695,739
Liz,SNAKE+WAG,SNAKE+WAG++,ASL_2008_02_29,6,3415,3476
Liz,RED+fs-BERRY,RED+fs-BERRY,ASL_2008_02_29,7,2435,2495
Brady,RED+fs-BERRY,RED+fs-BERRY,ASL_2011_07_19_Brady,52,2174,2217
Liz,#REF,#REF,ASL_2008_02_29,8,562,610
Brady,#REF,#REF,ASL_2011_07_19_Brady,53,131,154
Liz,fs-REHAB,fs-REHAB,ASL_2008_02_29,9,106,166
Brady,fs-REHAB,fs-REHAB,ASL_2011_07_19_Brady,53,2611,2641
Liz,REPORT+AGENT,REPORT+AGENT,ASL_2008_02_29,11,1329,1378
Brady,ANSWER+AGENT,ANSWER+AGENT,ASL_2011_07_19_Brady,56,717,743
Liz,WRITE+AGENT,WRITE+AGENT,ASL_2008_02_29,11,1576,1612
Liz,WRITE+AGENT,WRITE++AGENT,ASL_2008_03_28,46,1675,1730
Brady,WRITE+AGENT,WRITE++AGENT,ASL_2011_07_19_Brady,56,2223,2275
Brady,WRITE+AGENT,WRITE++AGENT,ASL_2011_07_22_Brady,34,2610,2650
Liz,SHOW+AGENT,SHOW+AGENT,ASL_2008_02_29,11,2600,2653
Brady,SHOW+AGENT,SHOW+AGENT,ASL_2011_07_19_Brady,56,2698,2726
Liz,SHOW+AGENT,(R)SHOW+AGENT,ASL_2008_02_29,11,2330,2386
Liz,#RR,#RR,ASL_2008_02_29,13,1365,1402
Brady,#RR,#RR,ASL_2011_07_19_Brady,58,971,995
Dana,#RR,#RR,ASL_2007_05_24,25,1152,1186
Liz,STAND-UP+ASCEND,STAND-UP+ASCEND,ASL_2008_02_29,13,2255,2318
Brady,STAND-UP+ASCEND,STAND-UP+ASCEND,ASL_2011_07_19_Brady,58,2450,2500
Liz,"SCL:V""person rolling around""","SCL:V""person rolling around""",ASL_2008_02_29,17,2725,2797
Liz,ns-#SD,ns-#SD,ASL_2008_02_29,21,2325,2375
Brady,ns-#SD,ns-#SD,ASL_2011_07_19_Brady,72,417,436
Liz,ns-#SF,ns-#SF,ASL_2008_02_29,21,2565,2606
Brady,ns-#SF,ns-#SF,ASL_2011_07_19_Brady,72,622,643
Brady,SAFE+AGENT,SAFE+AGENT,ASL_2011_07_19_Brady,72,2701,2732
Liz,SAFE_2+AGENT,SAFE_2+AGENT,ASL_2008_02_29,22,2620,2680
Liz,SCIENCE+AGENT,SCIENCE+AGENT,ASL_2008_02_29,23,2673,2726
Brady,SCIENCE+AGENT,SCIENCE+AGENT,ASL_2011_07_19_Brady,73,2851,2892
Liz,MOVIE+SQUARE,MOVIE+SQUARE,ASL_2008_02_29,24,3265,3355
Brady,MOVIE+SQUARE,MOVIE+SQUARE,ASL_2011_07_19_Brady,74,2800,2862
Liz,THINK+SHOCK,THINK+SHOCK,ASL_2008_02_29,29,2211,2267
Brady,THINK+SHOCK,(2h)THINK+SHOCK,ASL_2011_07_19_Brady,80,4221,4244
Liz,MUSIC++AGENT,MUSIC++AGENT,ASL_2008_02_29,32,2338,2398
Liz,GIRL+CORRECT+LAW,GIRL+CORRECT+LAW,ASL_2008_02_29,33,561,624
Liz,"SCL:V""person falling in place""","SCL:V""person falling in place""",ASL_2008_02_29,35,1370,1430
Brady,SNOW+MOTORCYCLE,SNOW+MOTORCYCLE,ASL_2011_07_19_Brady,89,1678,1710
Liz,#SS,#SS,ASL_2008_02_29,37,1521,1570
Brady,#SS,#SS,ASL_2011_07_19_Brady,89,2426,2464
Liz,SOUTH+(A)ns-AFRICA,SOUTH+(A)ns-AFRICA,ASL_2008_02_29,39,2735,2825
Brady,SOUTH+(A)ns-AFRICA,SOUTH+ns-AFRICA,ASL_2011_07_19_Brady,92,1216,1261
Liz,"CAR+DCL:1""speedometer""","CAR+DCL:1""speedometer""",ASL_2008_02_29,40,2068,2161
Liz,"DCL""flat stack""","DCL""flat stack""",ASL_2008_02_15,38,3500,3547
Liz,"DCL""flat stack""","DCL""flat stack""",ASL_2008_02_29,42,4995,5041
Brady,TURN+BROTHER,TURN+BROTHER,ASL_2011_07_19_Brady,97,2282,2326
Liz,TURN+BROTHER,TURN+BOY_2+CORRECT,ASL_2008_02_29,45,930,996
Brady,TURN+SISTER,TURN+SISTER,ASL_2011_07_19_Brady,98,422,457
Liz,TURN+FATHERwg,TURN+FATHERwg,ASL_2008_02_29,45,1224,1275
Brady,TURN+FATHERwg,TURN+FATHERwg,ASL_2011_07_19_Brady,97,2515,2557
Liz,TURN+MOTHER,TURN+MOTHER+,ASL_2008_02_29,45,1470,1530
Brady,TURN+MOTHER,TURN+MOTHERwg,ASL_2011_07_19_Brady,97,2731,2768
Liz,LEARN+AGENT,LEARN+AGENT,ASL_2008_02_29,50,1681,1728
Liz,LEARN+AGENT,LEARN+AGENT,ASL_2008_02_29,50,3515,3555
Liz,LEARN+AGENT,LEARN+AGENT,ASL_2008_02_29,50,3668,3710
Liz,"SCL:V""person falling forward""","SCL:V""person falling forward""",ASL_2008_02_29,51,685,735
Liz,"DCL""T""+VOLUNTEER/SHIRT","DCL""T""+VOLUNTEER/SHIRT",ASL_2008_03_28,3,1753,1809
Liz,TEACH++AGENT,TEACH++AGENT,ASL_2008_03_28,6,948,1008
Brady,TEACH++AGENT,TEACH+AGENT,ASL_2011_07_19_Brady,110,1239,1270
Liz,TECHNOLOGY++AGENT,TECHNOLOGY++AGENT,ASL_2008_03_28,6,2191,2240
Brady,TECHNOLOGY++AGENT,TECHNOLOGY_2+++AGENT,ASL_2011_07_19_Brady,110,2648,2694
Liz,#TV,#TV+,ASL_2008_03_28,7,490,511
Brady,#TV,#TV+,ASL_2011_07_19_Brady,111,1150,1176
Liz,(2h)THANK-YOU+SUGGEST,(2h)THANK-YOU+SUGGEST,ASL_2008_03_28,9,400,432
Brady,(2h)THANK-YOU+SUGGEST,(2h)THANK-YOU+SUGGEST,ASL_2011_07_19_Brady,113,3858,3891
Liz,THIRTY,THIRTY,ASL_2008_03_28,11,1280,1298
Brady,THIRTY,THIRTY_2,ASL_2011_07_19_Brady,115,1570,1581
Liz,THREE-FOURTHS,THREE-FOURTHS,ASL_2008_03_28,15,2200,2240
Brady,THREE-FOURTHS,THREE-FOURTHS,ASL_2011_07_19_Brady,117,159,184
Liz,HEAR+RUMBLE,HEAR+RUMBLE+,ASL_2008_02_01,54,1821,1874
Liz,HEAR+RUMBLE,HEAR+RUMBLE+,ASL_2008_03_28,17,2258,2311
Naomi,HEAR+RUMBLE,HEAR+RUMBLE,ASL_2008_08_13_session2,9,2481,2513
Brady,HEAR+RUMBLE,HEAR+RUMBLE++,ASL_2011_07_22_Brady,5,1916,1966
Tyler,NOISE+RUMBLE,NOISE+RUMBLE,ASL_2008_06_10,6,2759,2784
Brady,NOISE+RUMBLE,NOISE+RUMBLE,ASL_2011_06_14_Brady,52,5459,5480
Brady,NOISE+RUMBLE,NOISE+RUMBLE,ASL_2011_06_14_Brady,52,5783,5803
Lana,NOISE+RUMBLE,NOISE+RUMBLE,ASL_2006_10_10,16,1402,1452
Dana,HEAR/LISTEN+RUMBLE,HEAR/LISTEN+RUMBLE,ASL_2007_05_24,19,1389,1444
Liz,NOW+(D)DAY,NOW+(D)DAY,ASL_2008_03_28,19,1168,1214
Brady,NOW+(D)DAY,NOW+(D)DAY,ASL_2011_07_22_Brady,7,1574,1604
Liz,MONEY++TRADE,MONEY++TRADE+,ASL_2008_03_28,22,2532,2612
Brady,MONEY++TRADE,MONEY++TRADE+,ASL_2011_07_22_Brady,10,3320,3388
Brady,TWENTY-FIVE,TWENTY-FIVE,ASL_2011_07_22_Brady,14,127,181
Liz,"ICL""squeezing small object""","ICL""squeezing small object""",ASL_2008_03_28,26,2126,2160
Liz,TWO-MORE,TWO-MORE,ASL_2008_03_28,26,2625,2652
Liz,ns-#US,ns-#US,ASL_2008_03_28,28,970,1020
Brady,ns-#US,ns-#US,ASL_2011_07_22_Brady,16,3455,3494
Liz,VISIT+AGENT,VISIT+AGENT,ASL_2008_03_28,32,2708,2764
Brady,VISIT+AGENT,VISIT+AGENT,ASL_2011_07_22_Brady,21,582,615
Liz,"SCL:V""person walking""","SCL:V""person walking""",ASL_2008_03_28,34,1890,1945
Liz,WANT+NEG,WANT+NEG,ASL_2008_01_18,22,1452,1487
Naomi,WANT+NEG,WANT+NEG,ASL_2008_08_06,22,1400,1419
Brady,WANT+NEG,WANT+NEG,ASL_2011_06_14_Brady,6,675,689
Lana,WANT+NEG,WANT+NEG,ASL_2006_10_10,7,2512,2553
Dana,WANT+NEG,WANT+NEG,ASL_2007_05_24,11,2712,2758
Tyler,WANT+NEG,(25)WANT+NEG,ASL_2008_05_29a,2,2022,2050
Brady,fs-WART,fs-WART,ASL_2011_07_22_Brady,23,2124,2169
Liz,ns-WASHINGTON+fs-DC,ns-WASHINGTON+fs-DC,ASL_2008_03_28,36,555,626
Liz,"DCL:crvd-5""tall wide cylindrical object""","DCL:crvd-5""tall wide cylindrical object""",ASL_2008_03_28,36,1705,1755
Liz,"DCL:crvd-5""tall wide cylindrical object""","DCL:crvd-L""tall wide cylindrical object""",ASL_2008_03_28,36,2135,2190
Brady,WATER++SPRINKLER,WATER++SPRINKLER++,ASL_2011_07_22_Brady,53,3704,3783
Liz,"WATER+BCL""drinking from a water fountain""","WATER+BCL""drinking from a water fountain""",ASL_2008_03_28,37,365,436
Liz,"WATER++SCL:5""waterfall""","WATER++SCL:5""waterfall""",ASL_2008_03_28,37,650,713
Liz,"DCL""can""+ICL""open can""","DCL""can""+ICL""open can""",ASL_2008_03_28,42,3103,3189
Liz,#WOW,#WOW,ASL_2008_03_28,45,1615,1662
Brady,#WOW,#WOW,ASL_2011_07_22_Brady,33,2330,2360
Liz,WRESTLE++AGENT,WRESTLE++AGENT,ASL_2008_03_28,46,383,447
Brady,WRESTLE++AGENT,WRESTLE++AGENT,ASL_2011_07_22_Brady,34,1508,1545
Liz,BATH+fs-TUB,BATH+fs-TUB,ASL_2008_01_11,34,1325,1390
Naomi,BATH+fs-TUB,BATH+fs-TUB,ASL_2008_08_04,23,2458,2514
Brady,BATH+fs-TUB,BATH+fs-TUB,ASL_2011_06_14_Brady,2,4741,4781
Tyler,BATH+fs-TUB,"BATH+DCL:crvd-B""big round tub""",ASL_2008_05_12a,22,1919,1985
Tyler,BLACK+BERRY,BLACK+BERRY,ASL_2008_05_12a,28,453,522
Naomi,BLACK+BERRY,BLACK+BERRY,ASL_2008_08_04,29,620,657
Liz,BLACK+BERRY,BLACK+fs-BERRY,ASL_2008_01_11,45,285,345
Brady,BLACK+BERRY,BLACK+fs-BERRY,ASL_2011_06_14_Brady,3,384,423
Liz,ns-JESUS+AGENT,ns-JESUS+AGENT,ASL_2008_01_11,76,893,970
Naomi,ns-JESUS+AGENT,ns-JESUS+AGENT,ASL_2008_08_04,48,1648,1702
Tyler,COP++RESEARCH,COP++RESEARCH++,ASL_2008_05_12b,15,1951,2016
Brady,COP++RESEARCH,COP+RESEARCH++,ASL_2011_06_14_Brady,4,560,609
Liz,LUTHERAN++AGENT,LUTHERAN++AGENT,ASL_2008_02_01,55,2812,2893
Naomi,LUTHERAN++AGENT,LUTHERAN++AGENT,ASL_2008_08_13_session2,10,3570,3626
Liz,SUPERVISE+AGENT,SUPERVISE+AGENT,ASL_2008_02_29,53,2401,2453
Tyler,SUPERVISE+AGENT,SUPERVISE+AGENT,ASL_2008_05_29a,43,310,365
Brady,SUPERVISE+AGENT,SUPERVISE+AGENT,ASL_2011_07_19_Brady,105,1980,2014
Tyler,BOSS+LOWERCASE/TINY,BOSS+LOWERCASE/TINY,ASL_2008_06_10,7,713,759
Brady,BOSS+LOWERCASE/TINY,BOSS+LOWERCASE/TINY,ASL_2011_06_14_Brady,52,7561,7603
Tyler,WINE+POP-CORK,WINE+POP-CORK,ASL_2008_05_12a,43,585,652
Liz,#AC,#AC,ASL_2008_01_11,4,3285,3325
Tyler,#AC,#AC,ASL_2008_05_12a,3,1995,2035
Naomi,#AC,#AC,ASL_2008_08_04,3,2382,2400
Brady,#AC,#AC,ASL_2011_07_22_Brady,37,332,353
Tyler,fs-LAKE,fs-LAKE,ASL_2008_05_29b,16,1110,1145
Liz,"WATER+DCL""round flat""","WATER+DCL""round flat""",ASL_2008_02_01,43,1785,1861
Liz,"WATER+DCL""round flat""","WATER+DCL""round flat""",ASL_2008_02_15,51,1742,1819
Naomi,"WATER+DCL""round flat""","WATER++DCL""round flat""",ASL_2008_08_13,36,1220,1272
Brady,"WATER+DCL""round flat""","WATER++DCL""round flat""",ASL_2011_06_14_Brady,46,2737,2769
Liz,#BBQ,#BBQ,ASL_2010_08_10_Liz_additional_lexicon_signs,24,1140,1188
Brady,#BBQ,#BBQ,ASL_2011_06_08_Brady,16,6535,6556
Liz,"DCL""long stringed hanging object""","DCL""long stringed hanging object""",ASL_2008_02_15,17,3465,3521
Naomi,"RED+DCL""face""","RED+DCL""face""",ASL_2008_08_04,31,1982,2016
Liz,"DCL""rough surface""","DCL""rough surface""",ASL_2008_02_29,19,2845,2910
Liz,SEVENTH,SEVENTH,ASL_2010_08_10_Liz_additional_lexicon_signs,15,1070,1102
Liz,SEVENTH,SEVENTH,ASL_2010_08_10_Liz_additional_lexicon_signs,18,1250,1285
Liz,"DCL""thick strip""","DCL""thick strip""",ASL_2008_02_29,49,2905,2959
Liz,"TIME++(1h)""WHAT""","TIME++(1h)""WHAT""",ASL_2008_03_28,39,1262,1299
Liz,"TREE+DCL""branch""","TREE+DCL""branch""",ASL_2010_08_10_Liz_additional_lexicon_signs,1,3266,3349
Liz,"TREE+DCL""branch""","TREE+DCL""branch""++",ASL_2010_08_10_Liz_additional_lexicon_signs,1,3513,3618
Brady,"TREE+DCL""branch""","TREE+DCL""branches""+++",ASL_2011_06_08_Brady,23,2633,2716
Liz,#CC,#CC,ASL_2010_08_10_Liz_additional_lexicon_signs,9,1060,1096
Brady,#CC,#CC,ASL_2011_06_08_Brady,26,2832,2848
Liz,fs-I+PHONE,fs-I+PHONE,ASL_2010_08_10_Liz_additional_lexicon_signs,12,2180,2250
Brady,fs-I+PHONE,fs-I+PHONE,ASL_2011_06_14_Brady,41,3878,3903
Liz,HOUSE+(P)PAY,HOUSE+(P)PAY,ASL_2010_08_10_Liz_additional_lexicon_signs,15,3825,3892
Brady,PAY++FINISH,PAY++FINISH,ASL_2011_07_19_Brady,27,2996,3039
Liz,PAY++FINISH,(P)PAY++FINISH,ASL_2010_08_10_Liz_additional_lexicon_signs,15,1828,1881
Liz,QUADRUPLE,QUADRUPLE,ASL_2010_08_10_Liz_additional_lexicon_signs,16,447,480
Brady,QUADRUPLE,QUADRUPLE,ASL_2011_07_19_Brady,48,1673,1695
Liz,QUINTUPLE,QUINTUPLE,ASL_2010_08_10_Liz_additional_lexicon_signs,16,595,630
Brady,QUINTUPLE,QUINTUPLE,ASL_2011_07_19_Brady,49,695,720
Liz,TRIPLE,TRIPLE,ASL_2010_08_10_Liz_additional_lexicon_signs,16,165,207
Brady,TRIPLE,TRIPLE,ASL_2011_07_22_Brady,11,2717,2745
Liz,THREE-MORE,THREE-MORE,ASL_2010_08_10_Liz_additional_lexicon_signs,16,766,790
Brady,THREE-MORE,THREE-MORE,ASL_2011_07_19_Brady,116,2419,2447
Liz,NINE+HOUR,NINE+HOUR,ASL_2010_08_10_Liz_additional_lexicon_signs,16,5400,5459
Liz,CUBED,CUBED,ASL_2010_08_10_Liz_additional_lexicon_signs,19,295,325
Brady,CUBED,CUBED,ASL_2011_06_08_Brady,31,11660,11684
Brady,EIGHTY-EIGHT,EIGHTY-EIGHT,ASL_2011_06_14_Brady,10,8038,8053
Liz,EIGHTY-EIGHT,EIGHTY-EIGHT_2,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1312,1352
Liz,EIGHTY-NINE,EIGHTY-NINE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2542,2590
Brady,EIGHTY-NINE,EIGHTY-NINE,ASL_2011_06_14_Brady,10,8260,8280
Liz,FIFTY-FIVE,FIFTY-FIVE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,885,930
Brady,FIFTY-FIVE,FIFTY-FIVE,ASL_2011_06_14_Brady,17,5855,5881
Liz,FORTY-FOUR,FORTY-FOUR,ASL_2010_08_10_Liz_additional_lexicon_signs,19,740,780
Brady,FORTY-FOUR,FORTY-FOUR,ASL_2011_06_14_Brady,22,2893,2914
Liz,NINETY-EIGHT,NINETY-EIGHT,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2840,2895
Liz,NINETY-NINE,NINETY-NINE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1447,1465
Liz,NINETY-SEVEN,NINETY-SEVEN,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2696,2745
Liz,SEVENTY-EIGHT,SEVENTY-EIGHT,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2230,2297
Brady,SEVENTY-EIGHT,SEVENTY-EIGHT,ASL_2011_07_19_Brady,78,554,570
Liz,SEVENTY-NINE,SEVENTY-NINE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2385,2441
Brady,SEVENTY-NINE,SEVENTY-NINE,ASL_2011_07_19_Brady,78,804,823
Liz,SEVENTY-SEVEN,SEVENTY-SEVEN,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1190,1232
Brady,SEVENTY-SEVEN,SEVENTY-SEVEN_2,ASL_2011_07_19_Brady,78,1022,1044
Brady,SEVENTY-SIX,SEVENTY-SIX,ASL_2011_07_19_Brady,78,1272,1290
Liz,SEVENTY-SIX,SEVENTY-SIX_2,ASL_2010_08_10_Liz_additional_lexicon_signs,19,2047,2117
Liz,SIXTY-EIGHT,SIXTY-EIGHT,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1745,1805
Brady,SIXTY-EIGHT,SIXTY-EIGHT,ASL_2011_07_19_Brady,85,783,804
Liz,SIXTY-NINE,SIXTY-NINE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1887,1935
Brady,SIXTY-NINE,SIXTY-NINE,ASL_2011_07_19_Brady,85,1056,1076
Liz,SIXTY-SEVEN,SIXTY-SEVEN,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1585,1635
Brady,SIXTY-SEVEN,SIXTY-SEVEN,ASL_2011_07_19_Brady,85,1356,1373
Brady,SIXTY-SIX,SIXTY-SIX,ASL_2011_07_19_Brady,85,1576,1598
Liz,SIXTY-SIX,SIXTY-SIX_2,ASL_2010_08_10_Liz_additional_lexicon_signs,19,1055,1100
Brady,SQUARED,SQUARED,ASL_2011_07_19_Brady,94,2867,2892
Liz,SQUARED,SQUARED_2,ASL_2010_08_10_Liz_additional_lexicon_signs,19,160,190
Liz,THIRTY-THREE,THIRTY-THREE,ASL_2010_08_10_Liz_additional_lexicon_signs,19,595,640
Brady,THIRTY-THREE,THIRTY-THREE,ASL_2011_07_19_Brady,115,1774,1798
Liz,TWENTY-THREE,TWENTY-THREE++,ASL_2010_08_10_Liz_additional_lexicon_signs,19,457,501
Brady,TWENTY-THREE,TWENTY-THREE++,ASL_2011_07_22_Brady,13,3217,3260
Liz,(S)OLD+ONE_2,(S)OLD+ONE_2,ASL_2010_08_10_Liz_additional_lexicon_signs,17,4725,4780
Brady,AGE-ONE,AGE-ONE,ASL_2011_06_08_Brady,4,4585,4600
Liz,(S)OLD+TWO_2,(S)OLD+TWO_2,ASL_2010_08_10_Liz_additional_lexicon_signs,17,4858,4913
Brady,AGE-TWO,AGE-TWO,ASL_2011_06_08_Brady,5,4895,4909
Liz,(S)OLD+THREE_2,(S)OLD+THREE_2,ASL_2010_08_10_Liz_additional_lexicon_signs,17,5018,5072
Liz,(S)OLD+FOUR_2,(S)OLD+FOUR_2,ASL_2010_08_10_Liz_additional_lexicon_signs,17,5171,5227
Brady,AGE-FOUR,AGE-FOUR,ASL_2011_06_08_Brady,5,9456,9472
Liz,(S)OLD+FIVE_2,(S)OLD+FIVE_2,ASL_2010_08_10_Liz_additional_lexicon_signs,17,5325,5404
Brady,AGE-FIVE,AGE-FIVE,ASL_2011_06_08_Brady,5,10948,10966
Liz,#HA-HA,#HA-HA++,ASL_2010_08_10_Liz_additional_lexicon_signs,20,255,300
Brady,#HA-HA,#HA-HA+,ASL_2011_06_14_Brady,30,5273,5293
Liz,(S)OLD+#FF,(S)OLD+#FF,ASL_2010_08_10_Liz_additional_lexicon_signs,21,1349,1413
Brady,(S)OLD+#FF,(S)OLD+#FF,ASL_2011_07_19_Brady,19,567,605
Liz,#OD,#OD,ASL_2010_08_10_Liz_additional_lexicon_signs,21,1502,1541
Brady,#OD,#OD,ASL_2011_07_19_Brady,23,3836,3854
Liz,BIRD++PECK,BIRD++PECK+,ASL_2010_08_10_Liz_additional_lexicon_signs,26,607,667
Brady,BIRD++PECK,BIRD+PECK+++,ASL_2011_06_08_Brady,27,6646,6677
Liz,SHH+CONFIDENTIAL,SHH+CONFIDENTIAL,ASL_2010_08_10_Liz_additional_lexicon_signs,26,1731,1786
Liz,THINK+FAITH,THINK+FAITH,ASL_2010_08_10_Liz_additional_lexicon_signs,27,1910,1976
Brady,THINK+FAITH,THINK+FAITH+,ASL_2011_06_14_Brady,15,7331,7361
Brady,fs-GRAVITY,fs-GRAVITY,ASL_2011_06_14_Brady,28,10180,10225
Liz,fs-ICE+ICE-SKATE,fs-ICE+ICE-SKATE,ASL_2010_08_10_Liz_additional_lexicon_signs,30,1896,2000
Liz,LEAD+AGENT,LEAD+AGENT,ASL_2010_08_10_Liz_additional_lexicon_signs,31,1059,1138
Brady,LEAD+AGENT,LEAD+AGENT,ASL_2011_06_14_Brady,47,3469,3502
Liz,LIST+DO-DO,LIST+DO-DO,ASL_2010_08_10_Liz_additional_lexicon_signs,6,609,692
Brady,LIST+DO-DO,LIST+DO-DO,ASL_2011_06_08_Brady,9,11854,11900
Liz,SUPPORT++AGENT,SUPPORT++AGENT,ASL_2010_08_10_Liz_additional_lexicon_signs,6,1137,1207
Liz,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,ASL_2010_08_10_Liz_additional_lexicon_signs,7,1965,2043
Brady,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,ASL_2011_07_19_Brady,26,5238,5278
Brady,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,ASL_2011_07_19_Brady,83,2734,2771
Liz,COLD+DOOR,COLD+DOOR,ASL_2010_08_10_Liz_additional_lexicon_signs,7,2975,3055
Brady,COLD+DOOR,COLD+DOOR,ASL_2011_06_14_Brady,23,2275,2318
Liz,"LCL:B-L""receive from heaven""+BOOK","LCL:B-L""receive from heaven""+BOOK",ASL_2010_08_10_Liz_additional_lexicon_signs,9,312,397
Liz,AIRPLANE++AGENT,AIRPLANE++AGENT,ASL_2008_02_15,39,509,570
Liz,AIRPLANE++AGENT,AIRPLANE++AGENT,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1740,1804
Brady,AIRPLANE++AGENT,AIRPLANE++AGENT,ASL_2011_06_14_Brady,2,1671,1705
Brady,AIRPLANE++AGENT,AIRPLANE++AGENT,ASL_2011_07_19_Brady,33,725,771
Liz,"ICL""peeling with knife""","ICL""peeling with knife""+",ASL_2008_02_15,34,375,461
Liz,"ICL""shaking out""","ICL""shaking out""+",ASL_2008_02_15,45,3070,3118
Liz,#TTY,#TTY,ASL_2008_03_28,24,1022,1054
Brady,#TTY,#TTY,ASL_2011_07_22_Brady,12,2338,2362
Liz,"#DO++""WHAT""","#DO++""WHAT""",ASL_2008_03_28,39,1497,1532
Liz,FEEL+NONE/NOTHING,FEEL+NONE/NOTHING,ASL_2010_08_10_Liz_additional_lexicon_signs,6,2031,2105
Brady,FEEL+NONE/NOTHING,FEEL+NONE/NOTHING,ASL_2011_06_08_Brady,12,5244,5268
Liz,CLASS+BOX/ROOM,CLASS+BOX/ROOM,ASL_2008_01_11,78,700,755
Tyler,CLASS+BOX/ROOM,CLASS+BOX/ROOM,ASL_2008_05_12a,47,1405,1447
Naomi,CLASS+BOX/ROOM,CLASS+BOX/ROOM,ASL_2008_08_04,49,2271,2325
Brady,CLASS+BOX/ROOM,CLASS+BOX/ROOM,ASL_2011_06_14_Brady,3,8520,8540
Liz,DINNER++BOX/ROOM,DINNER++BOX/ROOM,ASL_2008_01_18,18,305,376
Tyler,DINNER++BOX/ROOM,DINNER++BOX/ROOM,ASL_2008_05_12b,16,2703,2759
Brady,DINNER++BOX/ROOM,DINNER++BOX/ROOM,ASL_2011_06_14_Brady,5,1357,1388
Liz,EACH+ONE,EACH+ONE,ASL_2008_01_18,34,2805,2860
